,content,title,url
0,"Bisnis.com, JAKARTA - Divestasi tol Pandaan-Malang oleh PT Pembangunan Perumahan (Persero) Tbk. masih menunggu seluruh pekerjaan konstruksi tuntas. Sedangkan divestasi tol Medan-Kualanamu-Tebing Tinggi masih terus tarik ulur terkait besaran saham yang diinginkan calon investor. Direktur Keuangan dan Manajemen Risiko PT PP Agus Purbianto mengatakan bahwa proses valuasi dari tol Pandaan-Malang sudah tuntas, tetapi proses divestasinya masih harus menunggu selesainya pekerjaan konstruksi. ""Yang tol Pandaan-Malang, itu karena belum selesai [konstruksi], tapi sebenarnya valuasinya sudah siap. Kalau konstruksi di seksi 5 sudah selesai baru dilepas. Kita boleh mengalihkan [konsesi] di perjanjian PPJT-nya kalau obyek sudah selesai. Yang sudah selesai itu sampai Karanglo, sedangkan kalau sampai Kedung Kandang itu belum kelar,"" katanya kepada Bisnis, Jumat (13/3/2020). Lebih lanjut, Seksi 5 sepanjang 3,1 kilometer itu ditargetkan tuntas pada Juni 2020 atau paling lambat pada kuartal 3. Adapun, pembangunan Tol Pandaan-Malang dilakukan oleh Badan Usaha Jalan Tol (BUJT) PT Jasamarga Pandaan Malang (JPM) yang sahamnya dimiliki PT Jasa Marga sebesar 60 persen, PT Pembangunan Perumahan (Persero) sebesar 35 persen dan PT Sarana Multi Infrastruktur (Persero) sebesar 5 persen. Total investasi tol tersebut diketahui mencapai Rp5,9 triliun. Sedangkan, proses divestasi tol Medan-Kualanamu-Tebing Tinggi masih tertahan pada keinginan calon ivestor yang menginginkan porsi saham mencapai 25 persen atau lebih besar dari yang dimiliki PT PP yakni 15 persen. Walhasil, Agus mengaku pihaknya tangah berkomunikasi dengan pemegang konsesi lainnya yakni PT Waskita Karya (Persero) Tbk melalui PT Waskita Toll Road untuk melepas kekurangan saham tersebut. ""Investor menghendaki masuk minimal di 25 persen, tapi yang kita punya hanya 15 persen, jadinya kekunci di sana. Kita sedang cari partner, Waskita ini lagi kita rayu,"" katanya. Kendati tidak menyebut detail siapa calon investor yang dimaksud, tetapi Agus memastikan tol sepanjang 61 kilometer ini sudah diminati beberapa investor. Dua di antaranya adalah Astra Infra, anak usaha PT Astra Internasional Tbk., dan BPJS Ketenagakerjaan.",Begini Progres Divestasi Dua Tol Milik PTPP,https://ekonomi.bisnis.com/read/20200315/45/1213490/begini-progres-divestasi-dua-tol-milik-ptpp
1,"Bisnis.com, JAKARTA - PT Pembangunan Perumahan (Persero) Tbk. atau PT PP masih menganalisis kemungkinan ikut serta dalam lima proyek Kerja Sama Pemerintah dan Badan Usaha (KPBU) yang diumumkan Kementerian PUPR pekan lalu. Direktur Keuangan dan Manajemen Risiko PT PP Agus Purbianto mengatakan bahwa pihaknya akan berpartisipasi dengan mempertimbangkan kapasitas finansial perusahaan saat ini. ""Untuk proyek KPBU ini akan kita dorong. Kita akan berpartisipasi jika pertama, kemampuan kita itu tinggal berapa di sini. Kemudian, kita akan gandeng investor lainnya yakni mengajak kontraktor plus financing-nya. Tujuannya, agar tidak memengaruhi balance sheet kita,"" katanya kepada Bisnis.com, Jumat (13/3/2020). Adapun, Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) melakukan penjajakan minat pasar (market sounding) melalui skema Kerjasama Pemerintah dengan Badan Usaha (KPBU) untuk lima proyek senilai Rp 57,18 triliun.  Perinciannya, Sistem Transaksi Tol Non-tunai Berbasis Multi Lane Free Flow (MLFF) dengan nilai investasi Rp2,92 triliun dan Jalan Tol Layang Cikunir-Karawaci dengan nilai investasi Rp26,15 triliun. Kemudian, Preservasi Jalan Nasional Lintas Timur Sumatera di Provinsi Riau dengan biaya investasi Rp654,8 miliar dan Jalan Tol Kamal-Teluk Naga-Rajeg dengan investasi sebesar Rp18,51 triliun, serta Jalan Tol Bogor-Serpong via Parung dengan nilai investasi Rp8,95 triliun.","PTPP Masih Pikir-Pikir Terkait 5 Proyek KPBU Sebesar Rp57,18 triliun",https://ekonomi.bisnis.com/read/20200315/45/1213537/ptpp-masih-pikir-pikir-terkait-5-proyek-kpbu-sebesar-rp5718-triliun
2,"Bisnis.com, JAKARTA – Pembangunan hunian tetap (Huntap) bagi korban bencana alam gempa dan likuifaksi di Palu, Sulawesi Tengah hingga pertengahan bulan Maret 2020 telah mencapai 60 persen.  Kementerian PUPR saat ini terus mendorong capaian pembangunan Huntap dan berkoordinasi dengan Pemerintah Daerah setempat untuk melaksanakan percepatan pembangunan dan penghunian. ""Ada dua lokasi pembangunan Huntap yakni di Duyu dan Pombewe. Untuk di Duyu progresnya sudah 60 persen sedangkan di Pombewe sekitar 20 persen,"" ujar Kepala Satuan Kerja Non Vertikal Tertentu Provinsi Sulawesi Tengah Rezki Agung melalui siaran resmi, Minggu (15/3/2020). Rezki menuturkan, pihaknya akan terus berupaya mempercepat pembangunan Huntap tersebut. Salah satunya dengan menambah shift pekerja agar proses pembangunan bisa lebih cepat selesai di lapangan. ""Kami terus berupaya untuk bekerja semaksimal mungkin agar pembangunan Huntap dapat selesai tepat waktu. Kami juga ingin setelah bangunan ini selesai masyarakat yang saat ini tinggal di pengungsian sebagai penerima bantuan tersebut dapat segera tinggal di Huntap,"" tuturnya. Pejabat Pembuat Komitmen (PPK) Hunian Tetap Pasca Bencana Sulawesi Tengah, Rahmat menambahkan, berdasarkan data yang dimiliki SNVT Penyediaan Perumahan Provinsi Sulawesi Tengah Ditjen Perumahan Kementerian PUPR, jumah Huntap yang akan dibangun pada tahap pertama berjumlah 630 unit.  Progres per 12 Maret 2020 untuk pembangunan Huntap tercatat sudah mencapai sekitar 138 rumah atau sekitar 60 persen dari target pembangunan 230 unit. Sedangkan, pembangunan Huntap di Desa Pombewe dari target 400 unit, proses pembangunannya baru sekitar 20 persen. “Kami akan terus berkoordinasi dengan Pemda agar progresnya bisa lebih ditingkatkan lagi. Kami tetap optimistis bulan April pembangunan Huntap di Duyu dapat selesai dengan baik. Sedangkan untuk pembangunan Huntap di Pombewe sekitar bulan Juni"" jelasnya. Sementara itu, Gubernur Sulawesi Tengah Longki Djanggola memgatakan pihaknya siap mendukung Kementerian PUPR untuk mempercepat proses pembangunan Huntap tahap 1A di dua desa tersebut.  Longki mengharapkan agar percepatan pembangunan hunian tetap termasuk kategori rumah rusak berat, rusak sedang dan rusak ringan juga di dukung oleh Walikota Palu dan Bupati Sigi, Donggala dan Parigi Moutong. ""Pemkab juga harus memiliki acuan data pengungsi yang valid dan benar-benar berhak mendapatkan bantuan tersebut. Harapan kita masyarakat dapat segera merasakan bantuan Huntap tersebut,"" terangnya. Gubernur juga mengharapkan agar semua instansi terkait dalam pembangunan Huntap serta sarana dan prasana pendukung lainnya untuk segera turun membantu Kementerian PUPR di lapangan. Beberapa hal yang diperlukan antara lain pembangunan sarana jaringan air bersih, pemasangan instalasi listrik dari PLN, pemasangan penerangan jalan umum di area Huntap dari Kementerian ESDM. ""Kami juga berharap setelah pembangunan Huntap selesai masyarakat bisa segera menempati rumah tersebut. Dengan demikian perekonomian masyarakat bisa kembali seperti semula,"" harapnya.",Pembangunan Huntap di Palu Capai 60 Persen,https://ekonomi.bisnis.com/read/20200315/47/1213442/pembangunan-huntap-di-palu-capai-60-persen
3,"Bisnis.com, JAKARTA - Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) mengungkapkan peminat proyek preservasi jalan Lintas Timur di Riau diprediksi tidak jauh berbeda jumlah peminat di proyek preservasi Jalan di Sumatra Selatan. ""Tinggi rendahnya peminat [Jalan Lintas Timur Provinsi Riau] diperkirakan mirip dengan yang Sumsel,"" kata Dirjen Bina Marga Kementerian PUPR Hedy Rahadian kepada Bisnis.com, Minggu (15/3/2020). Berdasarkan catatan Bisnis.com, terdapat tujuh peserta yang menyerahkan dokumen prakualifikasi untuk proyek Jalan Lintas Timur di Sumatra Selatan. Terdapat enam peserta yang sudah dinyatakan lulus prakualifikasi sejak Agustus 2018. Keenam peserta itu yakni PT Waskita Karya Tbk., PT Wijaya Karya Tbk., PT PP (Persero) Tbk.; konsorsium PT Adhi Karya Tbk. dan PT Brantas Abipraya (Persero); PT Nusantara Infrastructure Tbk. dan PT Acset Indonusa Tbk.; dan konsorsium PT Sumber Mitra Jaya (SMJ) dan Modern. Sementara itu, untuk Jalan Lintas Timur di Provinsi Riau, Kementerian PUPR juga telah melakukan penjajakan minat pasar (market sounding) pada Rabu (11/3/2020). Dalam Dokumen Studi Kelayakan, Preservasi Jalintim Riau ini memiliki panjang 43 kilometer dengan biaya investasi Rp585,30 miliar. Adapun ruas jalan yang direkonstruksi atau dipreservasi yaitu Jalan Simpang Kayu Ara (Pekanbaru)-Batas Kabupaten Pelalawan dengan panjang 3,60 kilometer, Jalan Pelalawan-Sikijang Mati dengan panjang 9,10 kilometer dan Jalan Sikijang Mati-Simpang Lago dengan panjang 30,30 kilometer, total kesleuruhan yaitu 43 kilometer. ""Kami mencoba sesuatu yang baru yaitu preservasi dengan skema availability payment. Tahun ini pertama kami coba non-tol. Kalau yang ini bayarnya pemerintah dengan cicilan sama seperti kalau beli rumah, nyicil. Jadi jalannya nanti tidak tol, satu ruas di jalan nasional Lintas Timur Riau,"" jelasnya. Hedy menambahkan jalan Lintas Timur di Provinsi Riau ini nantinya masih satu koridor dengan Jalan Lintas Timur Sumatra Selatan. Adapun untuk preservasi Jalan Lintas Timur di Provinsi Riau ini ditargetkan dapat selesai dalam waktu delapan bulan dan penandatanganan Perjanjian Kerja Sama dengan Badan Usaha (KPBU) dapat dilaksanakan pada Desember 2020.",Ini Peminat Proyek Preservasi Jalan Lintas Timur Sumsel dan Riau,https://ekonomi.bisnis.com/read/20200315/45/1213521/ini-peminat-proyek-preservasi-jalan-lintas-timur-sumsel-dan-riau
4,"Bisnis.com, JAKARTA - Pemerintah telah mengimbau agar masyarakat membatasi pergerakan dari satu tempat ke tempat lain demi meminimalisasi penyebaran virus Corona. Sekretaris Jenderal Asosiasi Jalan Tol Indonesia (ATI) Krist Ade Sudiyono mengatakan hingga saat ini belum ada laporan terkait penurunan pergerakan kendaraan di jalan tol. Adapun ATI masih fokus untuk pada penanggulangan akibat virus Corona ini. Ditanya  tentang kemungkinan lockdown, Ade berharap antisipasi dan penanganan virus Corona yang dilakukan pemerintah dan berbagai pihak bisa segera memulihkan keadaan. ""Kita berharap kondisi segera tertangani dengan baik, dan masyarakat kembali beraktivitas normal. Mari kita berdoa semoga segera berakhir dan kita semua senantiasa sehat ya,"" katanya kepada Bisnis, Minggu (15/3/2020). Seperti diketahui, pada Sabtu (14/3/2020), pemerintah telah mengumumkan bahwa Menteri Perhubungan Budi Karya Sumadi positif terinfeksi virus Corona atau COVID-19. Dalam perkembangannya, pada Minggu (15/3/2020), pemerintah mengumumkan bahwa jumlah pasien positif terinfeksi virus Corona atau Covid-19 bertambah menjadi 117 orang. Pada Minggu (15/3/2020), Presiden Joko Widodo juga menyampaikan pidato, menjelaskan upaya yang telah dilakukan pemerintah termasuk stimulus, dukungan anggaran hingga membentuk gugus tugas percepatan penanganan Covid-19. Selain itu, Presiden Jokowi menginstruksikan sejumlah kebijakan yang dapat dilakukan oleh pemerintah daerah. Beberapa di antaranya seperti monitoring penyebaran kasus hingga kesiapan rumah sakit. Melihat kondisi terkini, Presiden juga mengajak masyarakat untuk bekerja dari rumah, menjalani proses pendidikan dan beribadah dari rumah masing-masing. Upaya ini dimaksudkan untuk mencegah penularan virus Corona makin meluas.",Belum Ada Laporan Volume Kendaraan di Tol Berkurang karena Corona,https://ekonomi.bisnis.com/read/20200315/45/1213557/belum-ada-laporan-volume-kendaraan-di-tol-berkurang-karena-corona
5,"Bisinis.com, JAKARTA - Asosiasi Logistik Indonesia (ALI) melakukan koreksi pertumbuhan logistik pada tahun ini menjadi hanya 5 persen dari semula hingga 14 persen akibat wabah virus corona (Covid-19). Ketua Umum Asosiasi Logistik Indonesia (ALI) Zaldy Ilham Masita memaparkan imbas virus corona cukup besar terhadap logistik sepanjang dua bulan berjalan pada tahun ini. Adapun, proyeksi pertumbuhan sektor logistik sebelumnya berkisar antara 12 hingga 14 persen. Dia menuturkan penyebab utama adalah adanya penurunan aktivitas ekspor dan impor dengan China hingga 70 persen dibandingkan dengan kondisi normal.  ""Impor melalui jalur udara dari China sudah berkurang 70-80 persen sejak Januari 2020, sedangkan jalur laut juga berkurang sekitar 30 persen,"" kata Zaldy, Minggu (15/3/2020). Tak hanya itu, lanjutnya, ekspor ke China untuk produk jenis perishable atau segar juga berkurang jauh karena Negeri Panda itu membatasi impor produk segar. Prediksi tersebut, kata dia, dengan mempertimbangkan ekonomi indonesia yang diharapkan tumbuh di kisaran 5 hingga 6 persen. Selain itu juga didukung oleh sektor dagang daring yang naik tajam dan makin banyak perusahaan yang melakukan outsourcing logistik. Sementara itu pada tahun lalu, pertumbuhan logistik cukup cemerlang dan mencapai 12 persen karena banyak didukung oleh beroperasinya sejumlah infrastruktur baru.",Asosiasi Prediksi Pertumbuhan Logistik Hanya Satu Digit,https://ekonomi.bisnis.com/read/20200315/98/1213570/asosiasi-prediksi-pertumbuhan-logistik-hanya-satu-digit
6,"Bisnis.com, JAKARTA - Asosiasi Pengusaha Ritel Indonesia (Aprindo) menyambut positif langkah Kementerian Keuangan (Kemenkeu) yang hendak mensimplifikasi PPN di sektor ritel. Hanya saja, Aprindo meminta kepada pemerintah untuk melibatkan dunia usaha, tidak hanya akademisi. ""Terkadang pemerintah kalau mengambil kebijakan tidak langsung ke substansi, selain akademisi, kami pelaku usaha juga ingin dilibatkan,"" kata Ketua Umum Aprindo Roy Nicholas Mandey, Minggu (15/3/2020). Terkait rencana simplifikasi PPN pada sektor ritel tersebut, Roy berargumen memang sistem PPN pada sektor ritel perlu dibuat lebih simpel karena sifat sektor ritel yang multidistribusi dan multiproduk. Dalam suatu usaha ritel, pengusaha menjual banyak produk mulai dari barang dikenai PPN atau barang kena pajak (BKP) hingga yang secara ketentuan pajak tidak dikenai PPN, baik itu dibebaskan ataupun tidak terutang PPN. Roy mengatakan dirinya beberapa kali menerima keluhan dari anggota mengenai sistem pengenaan PPN di sektor ritel yang rumit. Khusus untuk ritel yang tercatat di bursa efek, permasalahan pun semakin kompleks karena perusahaan harus membuat laporan keuangan secara periodik dan di satu sisi juga perlu melaporkan dan membayarkan PPN Masa setiap bulannya. ""Anggota sudah suarakan untuk relaksasi nilai PPN ini, dengan ritel yang multiproduk ini kalau mau PPN Final ya PPN Final saja,"" ujar Roy. Sebelumnya, pihak DJP mengatakan akan mensimplifikasi pengenaan PPN pada sektor ritel. Meski demikian, Direktur Peraturan Perpajakan I Arif Yanuar mengatakan belum ada keputusan khusus mengenai hal tersebut dan potensi skema simplifikasi pengenaan PPN masih terbuka lebar. ""Untuk ritel itu potensinya ada alternatif penyederhanaan untuk sektor yang itemized-nya banyak. Ini lebih terkait ke penyederhanaan PPN,"" ujar Arif, Minggu (5/3/2020). Arif mengatakan pihaknya bersama dengan Badan Kebijakan Fiskal (BKF) pihaknya sedang mempertimbangkan penggunaan Dasar Pengenaan Pajak (DPP) Nilai Lain sebagai alternatif pengenaan PPN pada sektor ritel. Sebagai perbandingan, penyerahan emas perhiasan sudah menggunakan penyerahan PPN dengan DPP Nilai Lain terhitung sejak Maret 2014 dengan diundangkannya Peraturan Menteri Keuangan (PMK) No. 30/2014. Dalam PMK tersebut, pengusaha emas perhiasan yang meliputi pabrikan dan pedagang harus memungut PPN sebesar 10 persen dari DPP Nilai Lain. Adapun, DPP Nilai Lain yang ditetapkan dalam PMK tersebut adalah 20% dari harga jual emas perhiasan atau nilai penggantian. Pajak masukan yang berhubungan dengan penyerahan emas perhiasan atau jasa yang terkait dengan emas perhiasan tidak dapat dikreditkan oleh pengusaha emas perhiasan. Pengusaha emas perhiasan wajib melaporkan usahannya ke kantor pelayanan pajak (KPP) untuk dikukuhkan sebagai pengusaha kena pajak (PKP). Dengan ini, pengusaha emas perhiasan emas yang telah dikukuhkan sebagai PKP wajib membuat faktur pajak atas penyerahan emas perhiasan ataupun jasa yang terkait dengan emas perhiasan.","PPN Sektor Ritel Bakal Disederhanakan, Aprindo Minta Dilibatkan",https://ekonomi.bisnis.com/read/20200315/9/1213476/ppn-sektor-ritel-bakal-disederhanakan-aprindo-minta-dilibatkan
7,"Bisnis.com, JAKARTA - Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) tengah menyusun protokol terkait proyek infrastruktur yang tengah berjalan dengan adanya penemuan peningkatan kasus positif terinfeksi virus corona di Indonesia. ""Sementara ini sedang disiapkan protokolnya, jika sudah selesai akan diinfokan,"" kata Dirjen Bina Konstruksi Kementerian PUPR Trisasongko Widianto kepada Bisnis.com, Minggu (15/3/2020). Sebelumnya diberitakan, hingga akhir Februari belum ada proyek infrastruktur yang pembiayaannya berasal dari China terdampak akibat penyebaran virus corona. Seperti diketahui, China menjadi negara pertama dengan kasus virus corona ditemukan. Dari data Direktorat Jenderal Bina Konstruksi berdasarkan Sistem Laporan Tahunan (SILAPTA) BUJKA atau PMA terdapat 15 proyek konstruksi di seluruh Kementerian atau Lembaga (K/L) yang pendanaannya berasal dari pinjaman China dimana proyek berakhir pada tahun 2020-2023. Adapun di Kementerian PUPR terdapat dua proyek yang dibiayai dari pinjaman China yaitu Toll Road Development Cileunyi - Dawuan - Sumedang Phase II yang berakhir pada tahun 2020 dan Toll Road Development Cileunyi - Dawuhan - Sumedang Phase III yang direncanakan akan dimulai tahun 2020. Terkait tenaga kerja asing yang terdampak virus corona, Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) juga akan mengikuti kebijakan dari kementerian terkait dalam hal ini Kementerian Kesehatan dan Kementerian Tenaga Kerja. Sebelumnya, pada awal Februari, PT Wijaya Karya (Persero) Tbk. juga telah melakukan antisipasi pergerakan tenaga kerja di proyek kereta cepat. Dalam perkembangannya, pada awal Maret 2020, Wijaya Karya juga masih melakukan upaya evaluasi terkait dampak virus corona pada proyek kereta cepat. Dikonfirmasi kembali terkait kelanjutan proyek kereta cepat dengan adanya status peningkatan penemuan positif terinfeksi virus corona, pihak Wijaya Karya mengaku belum bisa berkomentar banyak. ""Belum bisa kasih tanggapan, baru besok [Senin/16/3/2020] kami di internal akan ada ratas untuk itu semua, mohon maaf,"" kata Corporate Secretary PT Wijaya Karya (Persero) Tbk Mahendra Vijaya kepada Bisnis.com, Minggu (15/3/2020). Seperti diketahui, pada Sabtu (14/3/2020), pemerintah telah mengumumkan bahwa Menteri Perhubungan Budi Karya Sumadi positif terinfeksi virus corona atau covid 19. Dalam perkembangannya, pada Minggu (15/3/2020), pemerintah mengumumkan bahwa jumlah pasien positif terinfeksi virus Corona astau Covid-19 kembali bertambah menjadi 117 orang.","Dampak Corona, Kementerian PUPR Siapkan Protokol Proyek Infrastruktur",https://ekonomi.bisnis.com/read/20200315/45/1213512/dampak-corona-kementerian-pupr-siapkan-protokol-proyek-infrastruktur
8,"Bisnis.com, BANDUNG - Bandara Kertajati di Majalengka Jawa Barat dinyatakan aman dari infeksi virus Corona atau COVID-19.  PT Bandarudara Internasional Jawa Barat (PT BIJB) memastikan bandara yang terletak di Kertajati, Kabupaten Majalengka, itu aman bagi penumpang karena menerapkan standar kesehatan dan pengamanan yang memadai terkait pencegahan wabah virus Corona (COVID-19). Direktur Utama PT BIJB Salahudin Rafi dalam siaram persnya, Minggu (15/3/2020), mengatakan sebelum menjadi lokasi pendaratan awak kapal pesiar Diamond Princess dari Jepang pada 3 Maret 2020, bandara tersebut sudah menerapkan prosedur terkait kebersihan dan kesehatan bandara. “Bandara Kertajati kami pastikan aman bagi penumpang yang akan berangkat dari dan ke Bandara Kertajati,” kata Rafi. Rafi memastikan pihak pengelola bandara rutin melakukan disinfektan seluruh fasilitas dan ruang yang berada di bandara. Dia mengatakan prosedur pemeriksaan suhu penumpang yang berangkat dan tiba di bandara tersebut pun sudah dijalankan. Menurutnya, seluruh standar ini sesuai dengan imbauan dan surat keputusan Gubernur Jabar Ridwan Kamil. “Tim KKP (Kantor Kesehatan Pelabuhan) Bandara KJT, sudah melakukan dan rutin menggelar sejumlah upaya agar bandara ini bebas dari penyebaran virus, seluruh fasilitas dari mulai bagasi, eskalator, kursi tunggu penumpang, tangga kita lakukan disinfektan,” ujar Rafi. Pihak PT BIJB meminta calon penumpang tidak khawatir dan tidak mempercayai beredarnya rumor dan hoaks yang memberitakan bahwa Menteri Perhubungan Budi Karya Soemadi tertular virus Corona pada 3 Maret 2020 di Bandara Kertajati. “Insya Allah Bandara Kertajati aman, proses pendaratan ABK Diamond Princess beberapa waktu lalu prosedur keamanan dan kesehatan bandara sudah dilakukan, bahkan setelah pendaratan ABK bandara saat itu langsung disterilkan,” kata Rafi. Selain itu pihaknya juga sudah meminta para pegawai di bandara untuk tetap waspada dan menjaga kesehatan dan mengikuti seluruh prosedur pencegahan yang diterapkan pihak bandara.   Sumber : Antara",PT BIJB: Bandara Kertajati Aman dari Virus Corona,https://ekonomi.bisnis.com/read/20200315/98/1213582/pt-bijb-bandara-kertajati-aman-dari-virus-corona
9,"Bisnis.com, JAKARTA - Asosiasi Logistik dan Forwader Indonesia (ALFI) telah menyampaikan kepada pemerintah terkait dengan sejumlah stimulus ekonomi jangka pendek dalam mengantisipasi virus corona (Covid-19). Ketum ALFI Yukki Nugrahawan Hanafi menyatakan dalam rangka mengatisipasi efek virus corona, maka pelaku memerlukan percepatan kemudahan impor bahan baku tujuan ekspor dan segera mendorong terealisasikannya National Logistics System (NLE). Selain itu perlu pula mendorong optimalisasi dan efisiensi distribusi hasil pertanian dan perkebunan dalam negeri dan percepatan integrasi sistem digitalisasi transaksi impor ekspor (cross border). Sementara itu, stimulus domestik dalam janga menengah melalui pemberian kemudahan izin usaha investasi dan perpajakan bagi pelaku usaha kecil dan menengah. ""Sangat efektif jika melalui percepatan dan kemudahan bahan baku industri manufaktur bertujuan ekspor produk akhir,"" jelasnya, Minggu (15/3/2020).  Dia menjelaskan pada awal 2020, seluruh elemen pebisnis bersama-sama dengan pemerintah, masuk dalam optimisme dan sangat dikagetkan dengan kehadiran virus yang mewabah tersebut. Yukki mengatakan, berbagai analisa memprediksi pertumbuhan ekonomi Indonesia pada 2020 diasumsikan dikisaran 4,9 persen sampai 5,3 persen dikarenakan perang dagang yang belum berakhir, ditambah juga seluruh bursa saham di dunia mengalami pelemahan termasuk indonesia. Di satu sisi, imbuhnya, kendati sektor rill mengalami situasi yang memberikan dampak positif seperti parawisata, UKM maupun ritel, nyatanya juga tidak mampu terlepas dari pengaruh virus Corona tersebut.",Ini Stimulus Anti Corona Usulan ALFI ,https://ekonomi.bisnis.com/read/20200315/98/1213533/ini-stimulus-anti-corona-usulan-alfi-
